"post_id","article_title","article_slug","featured_image_id","featured_image_url"
"9389","“You Can Become Whomever You Want to Be”","you-can-become-whomever-you-want-to-be",\N,\N
"9390","Food Stampede Illustrates Depravity of “Welfare”","food-stampede-illustrates-depravity-of-welfare",\N,\N
"8948","Egalitarian Call to Abolish Private Schools is Morally Obscene and Economically Absurd","egalitarian-call-to-abolish-private-schools-is-morally-obscene-and-economically-absurd",\N,\N
"9391","British Scientists Achieve Breakthrough in Alzheimer’s Research","british-scientists-achieve-breakthrough-in-alzheimers-research",\N,\N
"9392","Government Shut Down and All I Got Was this Blog Post","government-shut-down-and-all-i-got-was-this-blog-post",\N,\N
"9393","ObamaCare: “What the Hell Kind of Reform Is This?”","obamacare-what-the-hell-kind-of-reform-is-this",\N,\N
"8966","Designers Craft Innovative Gown Using 3D Printing","designers-craft-innovative-gown-using-3d-printing",\N,\N
"8278","Morality Without God","morality-without-god",\N,\N
"9010","Pat Robertson and His Creed: Devourers in Need of Rebuke","pat-robertson-and-his-creed-devourers-in-need-of-rebuke",\N,\N
"7832","Can You Tell the Difference Between Modern “Art” and Toddler Art?","can-you-tell-the-difference-between-modern-art-and-toddler-art",\N,\N
"8920","Lithuanian Government “Muzzles” Chevron, Opts for Teeth of Russia","lithuanian-government-muzzles-chevron","212200","https://theobjectivestandard.com/wp-content/uploads/2013/10/Lithuanian-Government-Muzzles-Chevron-Opts-for-Teeth-of-Russia.jpg"
"9394","Surprise! Construction Slows as Government Violates Rights","surprise-construction-slows-as-government-violates-rights",\N,\N
"9395","ObamaCare “Exchanges” Are Not Markets","obamacare-exchanges-are-not-markets",\N,\N
"9396","ObamaCare Surprises and Brother’s Keepers","obamacare-surprises-and-brothers-keepers",\N,\N
"8949","Obama, Goose, and Gander","obama-goose-and-gander",\N,\N
"9011","Saudis Fight for Women’s Right to Drive","saudis-fight-for-womens-right-to-drive",\N,\N
"8921","Canadian Anti-Fracking Activists “Peacefully” Hurl Firebombs at Police","canadian-anti-fracking-activists-peacefully-hurl-firebombs-at-police",\N,\N
"8368","Sheldon Adelson Admirably Calls for America to Drop a Nuclear Bomb on Iran","sheldon-adelson-admirably-calls-for-america-to-drop-a-nuclear-bomb-on-iran",\N,\N
"9397","$17 Trillion Debt a Consequence of Rights Violations","17-trillion-debt-a-consequence-of-rights-violations",\N,\N
"9398","Obama’s Audacity of Deceit","obamas-audacity-of-deceit",\N,\N
"9399","Monsters University and the Virtue of Perseverance","monsters-university-and-the-virtue-of-perseverance",\N,\N
"8950","New Jersey Court Rightly Overturns Ban on Gay Marriage","new-jersey-court-rightly-overturns-ban-on-gay-marriage",\N,\N
"8922","Coloradans Should Kill Fracking Ban for Right Reason","coloradans-should-kill-fracking-ban-for-right-reason",\N,\N
"9400","Rights-Violating Police Raids and the Drug War that Spawns Them","rights-violating-police-raids-and-the-drug-war-that-spawns-them",\N,\N
"8369","A Peek at the Forthcoming Issue of TOS","a-peek-at-the-forthcoming-issue-of-tos",\N,\N
"8987","Shark Tank Celebrates Individualism and Capitalism","shark-tank-celebrates-individualism-and-capitalism",\N,\N
"9401","America Descends into Mutual Plunder (but Doesn’t Have To)","america-descends-into-mutual-plunder-but-doesnt-have-to",\N,\N
"9402","The Left’s ObamaCare Circus","the-lefts-obamacare-circus",\N,\N
"9403","Ayn Rand’s Reality-Based Philosophy vs. Cass Sunstein’s Fantasy","ayn-rands-reality-based-philosophy-vs-cass-sunsteins-fantasy","33754","https://www.theobjectivestandard.com/wp-content/uploads/2014/02/Ayn-Rand-720w.jpg"
"9404","Prior to Concierge Medicine, My Access to Health Care Was Inferior to that of My Cat","prior-to-concierge-medicine-my-access-to-health-care-was-inferior-to-that-of-my-cat",\N,\N
"9405","Venezuela’s Maduro Apes Villains of Atlas Shrugged in “Organized Looting”","venezuelas-maduro-apes-villains-of-atlas-shrugged-in-organized-looting",\N,\N
"8951","New Jersey Voters Elect to Violate Rights and Harm the Poor","new-jersey-voters-elect-to-violate-rights-and-harm-the-poor",\N,\N
"8371","To the Heroes Who Defend Civilized Society","to-the-heroes-who-defend-civilized-society","115574","https://www.theobjectivestandard.com/wp-content/uploads/2013/11/To-The-Heroes-Who-Defend-Civilized-Society.jpg"
"9406","FDA Has No Moral or Legal Right to Ban Trans Fats","fda-has-no-moral-or-legal-right-to-ban-trans-fats",\N,\N
"9407","Farm Subsidies Are Wrong, Regardless of Recipients’ Wealth","farm-subsidies-are-wrong-regardless-of-recipients-wealth",\N,\N
"9408","ObamaCare Ads Tout Keg Mishaps and Promiscuous Sex; Ignore Rights Violations","obamacare-ads-tout-keg-mishaps-and-promiscuous-sex-ignore-rights-violations",\N,\N
"9409","Obama’s Answer to How Health Insurers Will Adjust to His Whim: Somehow","obamas-answer-to-how-health-insurers-will-adjust-to-his-whim-somehow",\N,\N
"9410","Matthew McConaughey: “I’m a Fan of the Word Selfish”","matthew-mcconaughey-im-a-fan-of-the-word-selfish",\N,\N
"8372","Libertarians Fiddle while Rome Burns","libertarians-fiddle-while-rome-burns",\N,\N
"9411","What’s Your Best Line Exposing the Evil of ObamaCare?","whats-your-best-line-exposing-the-evil-of-obamacare",\N,\N
"8279","Lincoln's Immortal Gettysburg Address, 150 Years Ago Today","lincolns-immortal-gettysburg-address-150-years-ago-today",\N,\N
"10050","Review: <em>The Great Deformation</em>, by David Stockman","great-deformation-review","10017","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/deformation_small.jpg"
"10053","Libertarianism vs. Radical Capitalism","libertarianism-vs-radical-capitalism","97160","https://www.theobjectivestandard.com/wp-content/uploads/2014/02/rand-rothbard-720.jpg"
"10058","Louis Pasteur: A Light That Brightens More and More","louis-pasteur-a-light-that-brightens","106107","https://www.theobjectivestandard.com/wp-content/uploads/2014/02/louis-pasteur-1.jpg"
"10060","Review: <em>The Mark of Zorro</em>","mark-of-zorro-review","10029","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/zorro_small.jpg"
"10062","Review: <em>Mind vs. Money</em>, by Alan S. Kahan","mind-vs-money-review","10023","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/mind-vs-money_small.jpg"
"10065","Review: <em>Notorious</em>","notorious-review","10025","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/notorious-film_small.jpg"
"9412","Former Buckyballs CEO Zucker Files Suit against Abusive Agency","former-buckyballs-ceo-zucker-files-suit-against-abusive-agency",\N,\N
"8373","Amy Morin and Cheryl Conner: Mentally Strong People Offering Excellent Practical Advice","amy-morin-and-cheryl-conner-mentally-strong-people-offering-excellent-practical-advice",\N,\N
"10034","Review: <em>The Beautiful Tree</em>, by James Tooley","beautiful-tree-review",\N,\N
"10037","Education in a Free Society","education-in-a-free-society","96872","https://www.theobjectivestandard.com/wp-content/uploads/2014/02/bigstock-education-classroom-720.jpg"
"10039","Review: <em>The Emergent Reader Series</em>, by Laura Appleton-Smith","emergent-reader-review","10019","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/emergent-reader_small.jpg"
"10041","From the Editor, Winter 2013","from-the-editor-32","7299","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/01/biddle_small.jpg"
"9413","The Nation Advertises Ayn Rand’s Atlas Shrugged","the-nation-advertises-ayn-rands-atlas-shrugged","212320","https://theobjectivestandard.com/wp-content/uploads/2013/11/Untitled-design.png"
"9026","Thomas Sowell, Richie Parker, and the Left’s War Against Achievement","thomas-sowell-richie-parker-and-the-lefts-war-against-achievement","9823","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2013/11/tom_4b.jpg"
"9414","Contra Critics, New Hunger Games Film Promotes Positive Values","contra-critics-new-hunger-games-film-promotes-positive-values",\N,\N
"9027","Evacuation Day: The Denouement of the American Victory for Independence","evacuation-day-the-denouement-of-the-american-victory-for-independence","88527","https://www.theobjectivestandard.com/wp-content/uploads/2013/11/Evacuation-Day-720.png"
"9012","Biblically Motivated Child Abuse","biblically-motivated-child-abuse",\N,\N
"7996","Recycling Worthless Garbage Is Immoral","recycling-worthless-garbage-is-immoral",\N,\N
"8002","Homosexuality: Moral or Immoral?","homosexuality-moral-or-immoral",\N,\N
"8005","The Right to Trade on a Holiday","the-right-to-trade-on-a-holiday","115872","https://www.theobjectivestandard.com/wp-content/uploads/2013/12/Mall-2560-1520.png"
"8008","Charter School Charity Snafu Illustrates Pitfalls of Government Funding","charter-school-charity-snafu-illustrates-pitfalls-of-government-funding",\N,\N
"8011","Voters Have No Right to Violate Right to Frack","voters-have-no-right-to-violate-right-to-frack",\N,\N
"8014","Gun Ownership and Feckless Libertarian Arguments","gun-ownership-and-feckless-libertarian-arguments",\N,\N
"8017","Frackers Heroically Draw Enormous Wealth from the Ground","frackers-heroically-draw-enormous-wealth-from-the-ground",\N,\N
"8022","Contra ObamaCare Supporter, a Civilized Society Bans Coercion","contra-obamacare-supporter-a-civilized-society-bans-coercion","212275","https://theobjectivestandard.com/wp-content/uploads/2013/12/Contra-ObamaCare-Supporter-a-Civilized-Society-Bans-Coercion.jpg"
"8025","Thank You, Frackers, For Keeping Me from Freezing","thank-you-frackers-for-keeping-me-from-freezing",\N,\N
"8028","Court Violates Cake Baker’s Right Not to Serve Gay Weddings","court-violates-cake-bakers-right-not-to-serve-gay-weddings","8029","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2013/12/bigstock-Two-happy-grooms-cutting-the-c-48453584.jpg"
"8031","Help TOS Defend Your Values","help-tos-defend-your-values",\N,\N
"8034","The Libertarian Case for Legalized Plunder","the-libertarian-case-for-legalized-plunder",\N,\N
"8044","Frackers Double Texas Oil Production","frackers-double-texas-oil-production","212342","https://theobjectivestandard.com/wp-content/uploads/2013/12/jared-evans-kJ718NFSvPY-unsplash.jpg"
"8049","Matching Funds to Double Your Impact","matching-funds-to-double-your-impact",\N,\N
"8052","Zen Magnets and the Art of Fighting Abusive Government","zen-magnets-and-the-art-of-fighting-abusive-government",\N,\N
"8059","The Rich Pay 106 Percent of Income Taxes—and Should Pay None","the-rich-pay-106-percent-of-income-taxes-and-should-pay-none","8060","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2013/12/bigstock-Irs-Money-2535827.jpg"
"8062","South Africa Needs Another Revolution, This Time for Individual Rights","south-africa-needs-another-revolution-this-time-for-individual-rights",\N,\N
"8066","A New Era of Skyscrapers in New York City","a-new-era-of-skyscrapers-in-new-york-city","122166","https://www.theobjectivestandard.com/wp-content/uploads/2013/12/shutterstock_1314923423.jpg"
"8070","Celebrating the Historic Roots of Today’s Tea Party Movement","celebrating-the-historic-roots-of-todays-tea-party-movement","108417","https://www.theobjectivestandard.com/wp-content/uploads/2013/12/crate-dumping.jpg"
"8074","Why Does Salon Lie about Ayn Rand’s Ideas?","why-does-salon-lie-about-ayn-rands-ideas",\N,\N
"8077","Duck Dynasty Star Invoked the Bible—That’s the Problem","duck-dynasty-star-invoked-the-bible-thats-the-problem",\N,\N
"8080","Teen Inventor Kelvin Doe Exemplifies Active Mind","teen-inventor-kelvin-doe-exemplifies-active-mind",\N,\N
"8083","Duck Dynasty and the Difference between Rights and Tolerance","duck-dynasty-and-the-difference-between-rights-and-tolerance",\N,\N
"8087","Biotech Revolution Could Save Your Life, but Needs Freedom to Do So","biotech-revolution-could-save-your-life-but-needs-freedom-to-do-so",\N,\N
"8090","Government Isn’t Santa, Naughty Isn’t Nice","government-isnt-santa-naughty-isnt-nice",\N,\N
"8099","Happy Holidays","happy-holidays",\N,\N
"8103","$38 Tablet Shows Beauty of Capitalism","38-tablet-shows-beauty-of-capitalism",\N,\N
"8106","Gene Therapy Scientists Play God, Attack Cancer, Win","gene-therapy-scientists-play-god-attack-cancer-win",\N,\N
"8111","A Pretend “War Against Christianity”","a-pretend-war-against-christianity",\N,\N
"8114","Fracking Massively Fuels Growth in U.S. Chemical and Manufacturing Industries","fracking-massively-fuels-growth-in-u-s-chemical-and-manufacturing-industries",\N,\N
"8118","Peter Thiel’s Fellowship Cultivates the Entrepreneurial Spirit","peter-thiels-fellowship-cultivates-the-entrepreneurial-spirit",\N,\N
"8121","Happy New Year!","happy-new-year",\N,\N
"8124","ObamaCare Contraception Mandate Violates Rights of Non-Religious Too","obamacare-contraception-mandate-violates-rights-of-non-religious-too",\N,\N
"8127","<em>Jobs</em> Celebrates Man Who Put a Dent in the Universe","jobs-celebrates-man-who-put-a-dent-in-the-universe","212113","https://theobjectivestandard.com/wp-content/uploads/2014/01/Jobs-movie-poster-three-version-slider.jpg"
"8132","U.S. Fracking Attracts Massive Foreign Investments","u-s-fracking-attracts-massive-foreign-investments",\N,\N
"8135","With Assault on Horse-Drawn Carriages, Mayor de Blasio Follows Rights-Violating Bloomberg","with-assault-on-horse-drawn-carriages-mayor-de-blasio-follows-rights-violating-bloomberg",\N,\N
"8139","Government Unemployment “Insurance” Isn’t Insurance; It’s Force","government-unemployment-insurance-isnt-insurance-its-force",\N,\N
"8142","Why Dick Durbin and the GOP should Pick Up Ayn Rand’s Books","why-dick-durbin-and-the-gop-should-pick-up-ayn-rands-books",\N,\N
"8145","Basic Moral Theories Essentialized","basic-moral-theories-essentialized","123502","https://www.theobjectivestandard.com/wp-content/uploads/2014/01/moral-theories-chart-2560-1520.jpg"
"8158","Celebrating Alexander Hamilton’s Achievements on His Birthday","celebrating-alexander-hamiltons-achievements-on-his-birthday","108677","https://www.theobjectivestandard.com/wp-content/uploads/2014/01/Alexander-Hamilton-by-John-Trumbull.jpg"
"8161","Dow Chemical and Crew Illustrate Impracticality of Rights-Violating Policies","dow-chemical-and-crew-illustrate-impracticality-of-rights-violating-policies",\N,\N
"8166","John Cisna’s All-McDonald’s Diet Illustrates Importance of Choice","john-cisnas-all-mcdonalds-diet-illustrates-importance-of-choice",\N,\N
"8169","Homeschoolers in Ohio and New Jersey Defeat Rights-Violating Laws","homeschoolers-in-ohio-and-new-jersey-defeat-rights-violating-laws",\N,\N
"8173","Court Correctly Rejects Rights-Violating Net “Neutrality” Rules","court-correctly-rejects-rights-violating-net-neutrality-rules",\N,\N
"8176","Benghazi Atrocity Illustrates America’s Continued Unwillingness to End Islamic Threat","benghazi-atrocity-illustrates-americas-continued-unwillingness-to-end-islamic-threat",\N,\N
"8180","Peyton Manning and What Matters","peyton-manning-and-what-matters",\N,\N
"8183","“Dr. King Ended the Terror of Living in the South”","dr-king-ended-the-terror-of-living-in-the-south","108734","https://www.theobjectivestandard.com/wp-content/uploads/2014/01/MLK-Media.jpg"
"8187","Duck Quacks Don’t Echo: A Fun New Show About Scientific Facts","duck-quacks-dont-echo-a-fun-new-show-about-scientific-facts",\N,\N
"8197","“A Cause Greater Than Yourself”—In What Sense?","a-cause-greater-than-yourselfin-what-sense","10286","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/01/obama-mccain.jpg"
"9038","Conservatives Concede Moral Premises of Welfare State","conservatives-concede-moral-premises-of-welfare-state",\N,\N
"8955","Portable Ultrasound: “The Stethoscope of the 21st Century”","portable-ultrasound-the-stethoscope-of-the-21st-century",\N,\N
"8242","Celebrating Mozart’s Music on His Birthday","celebrating-mozarts-music-on-his-birthday","108817","https://www.theobjectivestandard.com/wp-content/uploads/2014/01/Mozart2.jpg"
"8923","Fracking Fuels Post-2008 U.S. Industrial Recovery; Regulation Strangles EU Competitors","fracking-fuels-post-2008-u-s-industrial-recovery-regulation-strangles-eu-competitors",\N,\N
"8248","Obama’s SOTU Address Calls for “Equality” at the Expense of Rights","obamas-sotu-address-calls-for-equality-at-the-expense-of-rights",\N,\N
"8252","Keep the Taxman Off the NFL","keep-the-taxman-off-the-nfl","15586","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/peyton-manning_small.jpg"
"8255","Super Bowl Celebrates America","super-bowl-celebrates-america","15868","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/metlife-stadium_feature.jpg"
"13876","The GOP’s Rights-Violating Immigration Proposal","the-gops-rights-violating-immigration-proposal","15863","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/bigstock-immigrant-family_feature.jpg"
"13878","Milton Wolf’s PatientCare: A Sensible Alternative to ObamaCare","milton-wolfs-patientcare-a-sensible-alternative-to-obamacare","15862","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/milton-wolf_feature.jpg"
"13879","Answering Sam Harris’s “Moral Landscape Challenge”","answering-sam-harriss-moral-landscape-challenge","115028","https://www.theobjectivestandard.com/wp-content/uploads/2014/02/Sam-Harris-Can-Sound-Like-an-Egoist-Too-Bad-He-Isn’t-One.jpg"
"13881","Olympic Skater Katarina Witt: “The Most Beautiful Face” of a Grotesque System","olympic-skater-katarina-witt-the-most-beautiful-face-of-a-grotesque-system","15859","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/katarina-witt_feature.jpg"
"13883","Subscribe to the New TOS Audio Feed","subscribe-to-the-new-tos-audio-feed","15858","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/tos-audio_feature.jpg"
"13885","The Spring Issue of The Objective Standard","the-spring-issue-of-the-objective-standard","15857","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/spring-2014-over_feature.jpg"
"8281","Announcement About TOS Blog Schedule","announcement-about-tos-blog-schedule","13886","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/bigstock-pocketwatch.jpg"
"8284","Jonathan Hoenig’s Pit Trading 101: Fuel for The Capitalist Soul","jonathan-hoenigs-pit-trading-101-fuel-for-the-capitalist-soul","15853","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/hoenig-pit-trading_feature.jpg"
"13888","Liberty, Free Markets, and Moral Character—An Important Conference for College Students","liberty-free-markets-and-moral-character-an-important-conference-for-college-students","15911","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/03/biddle-clemson.jpg"
"10886","From the Editor, Spring 2014","from-the-editor-spring-2014","7299","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/01/biddle_small.jpg"
"10889","A Peek at <em>Thinking in Principles: The Science of Selfishness</em>","a-peek-at-thinking-in-principles-the-science-of-selfishness",\N,\N
"10893","Aristotle Versus Religion","aristotle-versus-religion","108537","https://www.theobjectivestandard.com/wp-content/uploads/2014/02/Plato-and-Aristotle.jpg"
"10900","Review: <em>Free Market Economics</em>, by Steven Kates","review-free-market-economics-by-steven-kates",\N,\N
"10905","Review: <em>Responsibility & Luck</em>, by Diana Hsieh","review-responsibility-luck-by-diana-hsieh","10908","http://beta.theobjectivestandard.com.s178790.gridserver.com/wp-content/uploads/2014/02/hsieh-moral-luck_small.jpg"
"10910","Review: <em>The Conscience of the Constitution</em>, by Timothy Sandefur","review-the-conscience-of-the-constitution-by-timothy-sandefur","216859","https://theobjectivestandard.com/wp-content/uploads/2014/02/Conscience-of-the-Constitution.png"
"25593","TOS’s New Website","toss-new-website","25596","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/craig-biddle-hawaiin_feature.jpg"
"25606","Zach Braff Is No Liberal","zach-braff-is-no-liberal","114966","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/Zach-Braff-Is-No-Liberal.jpg"
"25634","Obama Administration Continues to Thwart the Keystone XL Project","obama-administration-continues-to-thwart-the-keystone-xl-project","25636","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/Keystone-pipeline-route_feature.jpg"
"25638","Death by Faith: The Venomous Consequences of Religious Irrationality","death-by-faith-the-venomous-consequences-of-religious-irrationality","114970","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/Death-by-Faith-The-Venomous-Consequences-of-Religious-Irrationality.png"
"25661","George Will Is Thinking in the Right Direction about Rights","george-will-thinking-right-direction-rights","114974","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/George-Will-Is-Thinking-in-the-Right-Direction-about-Rights.jpg"
"25665","Mandatory Paid Sick Time: Economically Destructive because Morally Wrong","mandatory-paid-sick-time-economically-destructive-morally-wrong","25669","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/bigstock-sneezing-man_feature.jpg"
"25671","Heavy Metal-Classical Fusion for the Soul","heavy-metal-classical-fusion-soul","25673","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/commander-in-chief_feature.jpg"
"25682","Cliven Bundy Cattle Standoff Is a Consequence of Illegitimate Government Claims on Land","cliven-bundy-cattle-standoff-consequence-illegitimate-government-claims-land","114976","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/Cliven-Bundy-Cattle-Standoff-Is-a-Consequence-of-Illegitimate-Government-Claims-on-Land.jpg"
"25692","Ted Cruz Calls for Unshackling Energy Producers","ted-cruz-calls-unshackling-energy-producers","25693","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/ted-cruz_feature.jpg"
"25721","Cliven Bundy, the Dishonest Left, and the Welfare State","cliven-bundy-dishonest-left-welfare-state","114981","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/Cliven-Bundy-the-Dishonest-Left-and-the-Welfare-State.jpg"
"25730","Should Government Force Walgreens to Employ Salespeople Who Refuse to Sell Its Products?","government-force-walgreens-employ-salespeople-refuse-sell-products","114987","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/Should-Government-Force-Walgreens-to-Employ-Salespeople-Who-Refuse-to-Sell-Its-Products.jpg"
"25765","Parents Narrowly Avoid Jail after Enrolling Daughter in Less-Bad Government School","parents-narrowly-avoid-jail-enrolling-daughter-less-bad-government-school","114991","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/Parents-Narrowly-Avoid-Jail-after-Enrolling-Daughter-in-Less-Bad-Government-School.jpg"
"25776","Coloradans Should Eighty-Six Initiative 82","coloradans-eighty-six-initiative-82","25777","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/colorado-oil-rig_feature.jpg"
"25779","The Pope and the Root of Social Evil","pope-root-social-evil","96987","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/pope-720.jpg"
"25800","SpaceX Achieves Soft Booster Landing, Opens Door to Radically Cheaper Rocketry","spacex-achieves-soft-booster-landing-opens-door-radically-cheaper-rocketry","25803","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/spacex-night_feature.jpg"
"25805","David Cameron Wants to Encourage Natural Gas Production; U.S. Shows the Way","david-cameron-wants-encourage-natural-gas-production-u-s-shows-way","25807","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/david-cameron_feature.jpg"
"25821","Tonight: Celebrate the Constitution with <em>Objectively Speaking</em>","tonight-celebrate-constitution-objectively-speaking","25822","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/atlas-statue_feature.jpg"
"25825","Feds Gamble with Americans’ Rights","feds-gamble-americans-rights","114994","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/Feds-Gamble-with-Americans’-Rights.jpg"
"25833","Pledge Fight Illustrates Inherent Conflicts of “Public” Schools","pledge-fight-illustrates-inherent-conflicts-public-schools","114997","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/Pledge-Fight-Illustrates-Inherent-Conflicts-of-“Public”-Schools.jpg"
"25853","What’s Worse than Donald Sterling’s Racism?","whats-worse-donald-sterlings-racism","25854","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/bigstock-donald-sterling_feature.jpg"
"25861","What’s in Your Food, Your Medicines, Your Body? SCiO’s Got an App for That","whats-food-medicines-body-scios-got-app","25862","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/scio_feature.jpg"
"25868","Austrian Steelmaker’s Texas Plant Highlights Value of U.S. Fracking and Property Rights","austrian-steelmakers-texas-plant-highlights-value-u-s-fracking-property-rights","115001","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/Austrian-Steelmaker’s-Texas-Plant-Highlights-Value-of-U.S.-Fracking-and-Property-Rights.jpg"
"25872","The National Day of Prayer versus Fidelity to Reason","national-day-prayer-vs-fidelity-reason","115003","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/Altruism-The-Moral-Root-of-the-Financial-Crisis.jpg"
"25882","Dr. Craviotto: “Damn the Mandates and Requirements from Bureaucrats”","dr-craviotto-damn-mandates-requirements-bureaucrats","25883","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/bigstock-doctor-surgeon_feature.jpg"
"25889","Frackers in Bakken Shale of North Dakota and Montana Produce 1 Billion Barrels of Oil","frackers-bakken-shale-north-dakota-montana-produce-1-billion-barrels-oil-three-months","25891","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/north-dakota-oil-rig_feature.jpg"
"25907","Kitchen Supplies that Enrich Our Lives—and the Men of the Mind Who Produce Them","kitchen-supplies-enrich-lives-men-mind-produce","115009","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/Kitchen-Supplies-that-Enrich-Our-Lives—and-the-Men-of-the-Mind-Who-Produce-Them.jpg"
"25912","Republicans and the Immorality of Minimum Wage Laws","republicans-immorality-minimum-wage-laws","115010","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/Republicans-and-the-Immorality-of-Minimum-Wage-Laws.jpg"
"25929","Fracking Fuels Advances in Domestic Plastic Production","fracking-fuels-advances-domestic-plastic-production","25930","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/bigstock-jet_feature.jpg"
"25934","The Heritage Foundation’s Collectivist Call to Ban Marijuana","heritage-foundations-collectivist-call-ban-marijuana","115013","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/The-Heritage-Foundation’s-Collectivist-Call-to-Ban-Marijuana.jpg"
"25941","Ayn Rand’s Philosophy, the Laws of Nature, and a Gay Jamaican","ayn-rands-philosophy-laws-nature-gay-jamaican","144762","https://theobjectivestandard.com/wp-content/uploads/2014/05/jason-hill-1.jpg"
"25992","Mike Rowe’s Excellent Career Advice","mike-rowes-excellent-career-advice","96871","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/mike-rowe-720.jpg"
"26010","European Fracking Bans Fuel Russia’s Ambition for Conquest","european-fracking-bans-fuel-russias-ambition-conquest","26013","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/vladimir-putin_feature.jpg"
"26017","Dave Kopel: Bill of Rights Safeguards “Pre-Existing Human Rights”","dave-kopel-bill-rights-safeguards-pre-existing-human-rights","115015","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/Dave-Kopel-Bill-of-Rights-Safeguards-“Pre-Existing-Human-Rights”.jpg"
"26024","Of Coffee and Capitalism","coffee-capitalism","26025","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/bigstock-coffee_feature.jpg"
"26032","Thank Goodness Few Religionists Are as Religious as Franklin Graham","thank-goodness-religionists-religious-franklin-graham","115019","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/Thank-Goodness-Few-Religionists-Are-as-Religious-as-Franklin-Graham.jpg"
"26038","George Will Eviscerates Common Core—But Doesn’t See Full Implications of His Remarks","george-will-eviscerates-common-core-doesnt-see-full-implications-remarks","25662","https://www.theobjectivestandard.com/wp-content/uploads/2014/04/george-will-2014_feature.jpg"
"26050","Two Paradoxes of Capitalism, Resolved","two-paradoxes-capitalism-resolved","115023","https://www.theobjectivestandard.com/wp-content/uploads/2014/05/Two-Paradoxes-of-Capitalism-Resolved.jpg"
"26075","Consistent American Christians Endorse Putin’s Soviet-Style Censorship","consistent-american-christians-endorse-putins-soviet-style-censorship","165504","https://theobjectivestandard.com/wp-content/uploads/2014/05/Consistent-American-Christians-Endorse-Putins-Soviet-Style-Censorship-1.jpg"
